NumericId,Name,Gt,Oss,Dd
233,贝蕾亚,https://game.gtimg.cn/images/lol/act/img/champion/Briar.png,https://ossweb-img.qq.com/images/lol/img/champion/Briar.png,https://ddragon.leagueoflegends.com/cdn/16.16.1/img/champion/Briar.png
234,佛耶戈,https://game.gtimg.cn/images/lol/act/img/champion/Viego.png,https://ossweb-img.qq.com/images/lol/img/champion/Viego.png,https://ddragon.leagueoflegends.com/cdn/16.16.1/img/champion/Viego.png
235,赛娜,https://game.gtimg.cn/images/lol/act/img/champion/Senna.png,https://ossweb-img.qq.com/images/lol/img/champion/Senna.png,https://ddragon.leagueoflegends.com/cdn/16.16.1/img/champion/Senna.png
236,卢锡安,https://game.gtimg.cn/images/lol/act/img/champion/Lucian.png,https://ossweb-img.qq.com/images/lol/img/champion/Lucian.png,https://ddragon.leagueoflegends.com/cdn/16.16.1/img/champion/Lucian.png
238,劫,https://game.gtimg.cn/images/lol/act/img/champion/Zed.png,https://ossweb-img.qq.com/images/lol/img/champion/Zed.png,https://ddragon.leagueoflegends.com/cdn/16.16.1/img/champion/Zed.png
240,克烈,https://game.gtimg.cn/images/lol/act/img/champion/Kled.png,https://ossweb-img.qq.com/images/lol/img/champion/Kled.png,https://ddragon.leagueoflegends.com/cdn/16.16.1/img/champion/Kled.png
245,艾克,https://game.gtimg.cn/images/lol/act/img/champion/Ekko.png,https://ossweb-img.qq.com/images/lol/img/champion/Ekko.png,https://ddragon.leagueoflegends.com/cdn/16.16.1/img/champion/Ekko.png
246,奇亚娜,https://game.gtimg.cn/images/lol/act/img/champion/Qiyana.png,https://ossweb-img.qq.com/images/lol/img/champion/Qiyana.png,https://ddragon.leagueoflegends.com/cdn/16.16.1/img/champion/Qiyana.png
254,蔚,https://game.gtimg.cn/images/lol/act/img/champion/Vi.png,https://ossweb-img.qq.com/images/lol/img/champion/Vi.png,https://ddragon.leagueoflegends.com/cdn/16.16.1/img/champion/Vi.png
266,亚托克斯,https://game.gtimg.cn/images/lol/act/img/champion/Aatrox.png,https://ossweb-img.qq.com/images/lol/img/champion/Aatrox.png,https://ddragon.leagueoflegends.com/cdn/16.16.1/img/champion/Aatrox.png
267,娜美,https://game.gtimg.cn/images/lol/act/img/champion/Nami.png,https://ossweb-img.qq.com/images/lol/img/champion/Nami.png,https://ddragon.leagueoflegends.com/cdn/16.16.1/img/champion/Nami.png
268,阿兹尔,https://game.gtimg.cn/images/lol/act/img/champion/Azir.png,https://ossweb-img.qq.com/images/lol/img/champion/Azir.png,https://ddragon.leagueoflegends.com/cdn/16.16.1/img/champion/Azir.png
350,悠米,https://game.gtimg.cn/images/lol/act/img/champion/Yuumi.png,https://ossweb-img.qq.com/images/lol/img/champion/Yuumi.png,https://ddragon.leagueoflegends.com/cdn/16.16.1/img/champion/Yuumi.png
360,莎弥拉,https://game.gtimg.cn/images/lol/act/img/champion/Samira.png,https://ossweb-img.qq.com/images/lol/img/champion/Samira.png,https://ddragon.leagueoflegends.com/cdn/16.16.1/img/champion/Samira.png
412,锤石,https://game.gtimg.cn/images/lol/act/img/champion/Thresh.png,https://ossweb-img.qq.com/images/lol/img/champion/Thresh.png,https://ddragon.leagueoflegends.com/cdn/16.16.1/img/champion/Thresh.png
420,俄洛伊,https://game.gtimg.cn/images/lol/act/img/champion/Illaoi.png,https://ossweb-img.qq.com/images/lol/img/champion/Illaoi.png,https://ddragon.leagueoflegends.com/cdn/16.16.1/img/champion/Illaoi.png
421,雷克塞,https://game.gtimg.cn/images/lol/act/img/champion/RekSai.png,https://ossweb-img.qq.com/images/lol/img/champion/RekSai.png,https://ddragon.leagueoflegends.com/cdn/16.16.1/img/champion/RekSai.png
427,艾翁,https://game.gtimg.cn/images/lol/act/img/champion/Ivern.png,https://ossweb-img.qq.com/images/lol/img/champion/Ivern.png,https://ddragon.leagueoflegends.com/cdn/16.16.1/img/champion/Ivern.png
429,卡莉丝塔,https://game.gtimg.cn/images/lol/act/img/champion/Kalista.png,https://ossweb-img.qq.com/images/lol/img/champion/Kalista.png,https://ddragon.leagueoflegends.com/cdn/16.16.1/img/champion/Kalista.png
432,巴德,https://game.gtimg.cn/images/lol/act/img/champion/Bard.png,https://ossweb-img.qq.com/images/lol/img/champion/Bard.png,https://ddragon.leagueoflegends.com/cdn/16.16.1/img/champion/Bard.png
497,洛,https://game.gtimg.cn/images/lol/act/img/champion/Rakan.png,https://ossweb-img.qq.com/images/lol/img/champion/Rakan.png,https://ddragon.leagueoflegends.com/cdn/16.16.1/img/champion/Rakan.png
498,霞,https://game.gtimg.cn/images/lol/act/img/champion/Xayah.png,https://ossweb-img.qq.com/images/lol/img/champion/Xayah.png,https://ddragon.leagueoflegends.com/cdn/16.16.1/img/champion/Xayah.png
516,奥恩,https://game.gtimg.cn/images/lol/act/img/champion/Ornn.png,https://ossweb-img.qq.com/images/lol/img/champion/Ornn.png,https://ddragon.leagueoflegends.com/cdn/16.16.1/img/champion/Ornn.png
517,塞拉斯,https://game.gtimg.cn/images/lol/act/img/champion/Sylas.png,https://ossweb-img.qq.com/images/lol/img/champion/Sylas.png,https://ddragon.leagueoflegends.com/cdn/16.16.1/img/champion/Sylas.png
518,妮蔻,https://game.gtimg.cn/images/lol/act/img/champion/Neeko.png,https://ossweb-img.qq.com/images/lol/img/champion/Neeko.png,https://ddragon.leagueoflegends.com/cdn/16.16.1/img/champion/Neeko.png
523,厄斐琉斯,https://game.gtimg.cn/images/lol/act/img/champion/Aphelios.png,https://ossweb-img.qq.com/images/lol/img/champion/Aphelios.png,https://ddragon.leagueoflegends.com/cdn/16.16.1/img/champion/Aphelios.png
526,芮尔,https://game.gtimg.cn/images/lol/act/img/champion/Rell.png,https://ossweb-img.qq.com/images/lol/img/champion/Rell.png,https://ddragon.leagueoflegends.com/cdn/16.16.1/img/champion/Rell.png
555,派克,https://game.gtimg.cn/images/lol/act/img/champion/Pyke.png,https://ossweb-img.qq.com/images/lol/img/champion/Pyke.png,https://ddragon.leagueoflegends.com/cdn/16.16.1/img/champion/Pyke.png
711,薇古丝,https://game.gtimg.cn/images/lol/act/img/champion/Vex.png,https://ossweb-img.qq.com/images/lol/img/champion/Vex.png,https://ddragon.leagueoflegends.com/cdn/16.16.1/img/champion/Vex.png
777,永恩,https://game.gtimg.cn/images/lol/act/img/champion/Yone.png,https://ossweb-img.qq.com/images/lol/img/champion/Yone.png,https://ddragon.leagueoflegends.com/cdn/16.16.1/img/champion/Yone.png
799,安蓓萨,https://game.gtimg.cn/images/lol/act/img/champion/Ambessa.png,https://ossweb-img.qq.com/images/lol/img/champion/Ambessa.png,https://ddragon.leagueoflegends.com/cdn/16.16.1/img/champion/Ambessa.png
800,梅尔,https://game.gtimg.cn/images/lol/act/img/champion/Mel.png,https://ossweb-img.qq.com/images/lol/img/champion/Mel.png,https://ddragon.leagueoflegends.com/cdn/16.16.1/img/champion/Mel.png
804,芸阿娜,https://game.gtimg.cn/images/lol/act/img/champion/Yunara.png,https://ossweb-img.qq.com/images/lol/img/champion/Yunara.png,https://ddragon.leagueoflegends.com/cdn/16.16.1/img/champion/Yunara.png
805,洛克,https://game.gtimg.cn/images/lol/act/img/champion/Locke.png,https://ossweb-img.qq.com/images/lol/img/champion/Locke.png,https://ddragon.leagueoflegends.com/cdn/16.16.1/img/champion/Locke.png
875,瑟提,https://game.gtimg.cn/images/lol/act/img/champion/Sett.png,https://ossweb-img.qq.com/images/lol/img/champion/Sett.png,https://ddragon.leagueoflegends.com/cdn/16.16.1/img/champion/Sett.png
876,莉莉娅,https://game.gtimg.cn/images/lol/act/img/champion/Lillia.png,https://ossweb-img.qq.com/images/lol/img/champion/Lillia.png,https://ddragon.leagueoflegends.com/cdn/16.16.1/img/champion/Lillia.png
887,格温,https://game.gtimg.cn/images/lol/act/img/champion/Gwen.png,https://ossweb-img.qq.com/images/lol/img/champion/Gwen.png,https://ddragon.leagueoflegends.com/cdn/16.16.1/img/champion/Gwen.png
888,烈娜塔 · 戈拉斯克,https://game.gtimg.cn/images/lol/act/img/champion/Renata.png,https://ossweb-img.qq.com/images/lol/img/champion/Renata.png,https://ddragon.leagueoflegends.com/cdn/16.16.1/img/champion/Renata.png
893,阿萝拉,https://game.gtimg.cn/images/lol/act/img/champion/Aurora.png,https://ossweb-img.qq.com/images/lol/img/champion/Aurora.png,https://ddragon.leagueoflegends.com/cdn/16.16.1/img/champion/Aurora.png
895,尼菈,https://game.gtimg.cn/images/lol/act/img/champion/Nilah.png,https://ossweb-img.qq.com/images/lol/img/champion/Nilah.png,https://ddragon.leagueoflegends.com/cdn/16.16.1/img/champion/Nilah.png
897,奎桑提,https://game.gtimg.cn/images/lol/act/img/champion/KSante.png,https://ossweb-img.qq.com/images/lol/img/champion/KSante.png,https://ddragon.leagueoflegends.com/cdn/16.16.1/img/champion/KSante.png
901,斯莫德,https://game.gtimg.cn/images/lol/act/img/champion/Smolder.png,https://ossweb-img.qq.com/images/lol/img/champion/Smolder.png,https://ddragon.leagueoflegends.com/cdn/16.16.1/img/champion/Smolder.png
902,米利欧,https://game.gtimg.cn/images/lol/act/img/champion/Milio.png,https://ossweb-img.qq.com/images/lol/img/champion/Milio.png,https://ddragon.leagueoflegends.com/cdn/16.16.1/img/champion/Milio.png
904,亚恒,https://game.gtimg.cn/images/lol/act/img/champion/Zaahen.png,https://ossweb-img.qq.com/images/lol/img/champion/Zaahen.png,https://ddragon.leagueoflegends.com/cdn/16.16.1/img/champion/Zaahen.png
910,彗,https://game.gtimg.cn/images/lol/act/img/champion/Hwei.png,https://ossweb-img.qq.com/images/lol/img/champion/Hwei.png,https://ddragon.leagueoflegends.com/cdn/16.16.1/img/champion/Hwei.png
950,纳亚菲利,https://game.gtimg.cn/images/lol/act/img/champion/Naafiri.png,https://ossweb-img.qq.com/images/lol/img/champion/Naafiri.png,https://ddragon.leagueoflegends.com/cdn/16.16.1/img/champion/Naafiri.png
